Date,Description,Amount,Extended Details,Doing Business As,Parent Company,Street Address,"City, State Zip",Reference,Category
2/20/18,"UBER *TRIP YHBSV - HELP.UBER.COM, CA",7.75,"EKBWM0F4 HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20181E+17,Transportation-Taxis & Coach
2/21/18,"ASLAM'S RASOI 0419 - SAN FRANCISCO, CA",21,"00007101 415-695-0599
415-695-0599
EATING PLACES, REST $0.00
 415-695-0599 
  Description  
  EATING PLACES, REST 
 ",ASLAM'S RASOI,,"1037 VALENCIA ST
SAN FRANCISCO
CA","94110-2405
UNITED STATES",3.20181E+17,Restaurant-Restaurant
2/21/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3816300 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20181E+17,Restaurant-Bar & Café
2/21/18,"AplPay WALGREENS - SAN FRANCISCO, CA",4.65,"99999998053NONE 94110
NONE 94110
PHARMACIES
 NONE 94110 
  PHARMACIES  
 ",WALGREENS,,"2690 MISSION ST
SAN FRANCISCO
CA","94110
UNITED STATES",3.20181E+17,Merchandise & Supplies-Pharmacies
2/21/18,"UBER *TRIP ZU2EO - HELP.UBER.COM, CA",7.75,"28SDQDKP HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20181E+17,Transportation-Taxis & Coach
2/22/18,"AMAZON MKTPLACE PMTS - AMZN.COM/BILL, WA",18.23,"A2T8SZH6IV8 BOOK STORES
BOOK STORES
 BOOK STORES 
 ",Amazon Marketplace,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20181E+17,Merchandise & Supplies-Internet Purchase
2/22/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3835438 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20181E+17,Restaurant-Bar & Café
2/23/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",8,"3850988 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20181E+17,Restaurant-Bar & Café
2/23/18,"AssurantRenters.Com - 800-370-1990, FL",31,"05311196718 INSURANCE
INSURANCE
 INSURANCE 
 ",AssurantRenters.COM RENTERS INS EXCEED,,"11222 QUAIL ROOST DR
MIAMI
FL","33157-6596
UNITED STATES",3.20181E+17,Business Services-Insurance Services
2/23/18,"LIFELOC*ADVANTAGE - 800-543-3562, AZ",19.99,"LIFELO76925 800-543-3562
800-543-3562
 800-543-3562 
 ",LIFELOCK,,"60 E RIO SALADO PKWY
STE 400
TEMPE
AZ","85281-9129
UNITED STATES",3.20181E+17,Other-Miscellaneous
2/23/18,"UBER *TRIP 6Q3C3 - HELP.UBER.COM, CA",16.11,"F272XHMK HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20181E+17,Transportation-Taxis & Coach
2/23/18,"UBER *TRIP JETKL - HELP.UBER.COM, CA",22.7,"D49854QE HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20181E+17,Transportation-Taxis & Coach
2/24/18,"EB *SECRET IMPROV SOCI EB *SECRET IMPR - SAN FRANCISCO, CA",43.14,"Q7AY5VSX 8014137200
8014137200
 8014137200 
 ",EVENTBRITE,,"155 5TH ST
SAN FRANCISCO
CA","94103
UNITED STATES",3.20181E+17,Entertainment-General Events
2/24/18,"UBER *TRIP DL4LU - HELP.UBER.COM, CA",7.99,"R5DK7RH2 HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20181E+17,Transportation-Taxis & Coach
2/24/18,"UBER *TRIP HSLF3 - HELP.UBER.COM, CA",7.99,"H2J8R9B5 HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20181E+17,Transportation-Taxis & Coach
2/24/18,"ZIPCAR.COM - BOSTON, MA",-0.44,"5a91e778c1f CAMBRIDGE
CAMBRIDGE
 CAMBRIDGE 
 ",Zipcar.com,,"35 THOMSON PL
-
BOSTON
MA","02210
UNITED STATES",3.20181E+17,Transportation-Auto Services
2/25/18,"AplPay SAFEWAY STORE 0759 - SAN FRANCISCO, CA",93.67,"GROCERY STORE
GROCERY STORE
 GROCERY STORE 
 ",SAFEWAY,,"625 MONTEREY BLVD
SAN FRANCISCO
CA","94127
UNITED STATES",3.20181E+17,Merchandise & Supplies-Groceries
2/25/18,"Matador - San Francisco, CA",50,"85133318057 415-923-8146
415-923-8146
FOOD50.00
FOOD0.00
FOOD0.00
 415-923-8146 
  FOOD  $50.00 
 ",MATADOR,,"679 SUTTER ST
SAN FRANCISCO
CA","94102-1017
UNITED STATES",3.20181E+17,Restaurant-Restaurant
2/25/18,"ONE WAAN THAI - SAN FRANCISCO, CA",17,"85179248057 USFC94131
USFC94131
 USFC94131 
 ",ONE WAAN THAI RESTAURANT,,"2922 DIAMOND STREET
SAN FRANCISCO
CA","94131
UNITED STATES",3.20181E+17,Restaurant-Restaurant
2/25/18,"UBER *TRIP HCCZJ - HELP.UBER.COM, CA",7.99,"1HDHN97T HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20181E+17,Transportation-Taxis & Coach
2/26/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3867509 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20181E+17,Restaurant-Bar & Café
2/26/18,"UBER *TRIP ZE63W - HELP.UBER.COM, CA",7.99,"PAWA8F8A HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20181E+17,Transportation-Taxis & Coach
2/27/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3885544 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20181E+17,Restaurant-Bar & Café
2/27/18,"AplPay CMSVEND*CV BAY AREA VEND 000015303 - SAN JOSE, CA",1.35,"00201033245 4235268498
4235268498
FAST FOOD REST.  $1.35
 4235268498 
  Description   Price 
  FAST FOOD REST.   $1.35 
 ",BAY AREA VENDING,,"3870 CHARTER PARK DR
SAN JOSE
CA","95136-1388
UNITED STATES",3.20181E+17,Restaurant-Bar & Café
2/27/18,"AplPay SAFEWAY STORE 0759 - SAN FRANCISCO, CA",1.99,"GROCERY STORE
GROCERY STORE
 GROCERY STORE 
 ",SAFEWAY,,"625 MONTEREY BLVD
SAN FRANCISCO
CA","94127
UNITED STATES",3.20181E+17,Merchandise & Supplies-Groceries
2/27/18,"UBER *TRIP HPSEP - HELP.UBER.COM, CA",18.35,"4KRKMPDN HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20181E+17,Transportation-Taxis & Coach
2/28/18,"AplPay UBER TECHNOLOGIES - 866-576-1039, CA",7.99,"B872B1781F5 TRANSPORTATN
TRANSPORTATN
 TRANSPORTATN 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20181E+17,Transportation-Taxis & Coach
2/28/18,"AplPay UBER TECHNOLOGIES - 866-576-1039, CA",7.99,"D62F405FDC0 TRANSPORTATN
TRANSPORTATN
 TRANSPORTATN 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20181E+17,Transportation-Taxis & Coach
2/28/18,"UBER *TRIP BFREH - HELP.UBER.COM, CA",7.99,"80WHZCT3 HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20181E+17,Transportation-Taxis & Coach
3/1/18,"AMAZON MKTPLACE PMTS - AMZN.COM/BILL, WA",20.31,"6RMHZU06JRQ BOOK STORES
BOOK STORES
 BOOK STORES 
 ",Amazon Marketplace,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20181E+17,Merchandise & Supplies-Internet Purchase
3/1/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",1,"3920512 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20181E+17,Restaurant-Bar & Café
3/1/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3920500 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20181E+17,Restaurant-Bar & Café
3/1/18,"AplPay SAFEWAY STORE 0759 - SAN FRANCISCO, CA",6.42,"GROCERY STORE
GROCERY STORE
 GROCERY STORE 
 ",SAFEWAY,,"625 MONTEREY BLVD
SAN FRANCISCO
CA","94127
UNITED STATES",3.20181E+17,Merchandise & Supplies-Groceries
3/2/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3935635 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20181E+17,Restaurant-Bar & Café
3/2/18,"KONG TOFU & BBQ - CUPERTINO, CA",51,"85363858063 408-863-0234
408-863-0234
 408-863-0234 
 ",KONG TOFU & BBQ KOREAN CUISINE,,"19626 STEVENS CREEK BLVD
CUPERTINO
CA","95014-2465
UNITED STATES",3.20181E+17,Restaurant-Restaurant
3/4/18,"AplPay LYFT *RIDE SAT 9PM - SAN FRANCISCO, CA",16.45,"OPSNT_CR4GG(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20181E+17,Transportation-Taxis & Coach
3/4/18,"AplPay SAFEWAY STORE 0759 - SAN FRANCISCO, CA",36.05,"GROCERY STORE
GROCERY STORE
 GROCERY STORE 
 ",SAFEWAY,,"625 MONTEREY BLVD
SAN FRANCISCO
CA","94127
UNITED STATES",3.20181E+17,Merchandise & Supplies-Groceries
3/4/18,"UBER *SYCYQ - HELP.UBER.COM, CA",19.77,"D8A0HPSY HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20181E+17,Transportation-Taxis & Coach
3/4/18,"UBER *TRIP YNP3K - HELP.UBER.COM, CA",5.09,"A8VCEVSK HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20181E+17,Transportation-Taxis & Coach
3/4/18,"UNITED AIRLINES - HOUSTON, TX",10,"06481880 WWW.UNITED.COM
UNITED AIRLINES
From : To : Carrier : Class :
LAS VEGAS MCCARRAN
SAN FRANCISCO INTLUA
N/A UA
N/A YY
N/A YY
Ticket Number :  01629238217972 Date of Departure :  0402
Passenger Name : PRASAD /BASIC ECONOMY
Document Type : SPECIAL SERVICE TICKET
 UNITED AIRLINES 
  From:   To:  Carrier:   Class:  
  LAS VEGAS MCCARRAN  SAN FRANCISCO INTL  UA   
  N/A  
  N/A  
  N/A  
  Ticket Number:  01629238217972  Date of Departure:  04/02 
  Passenger Name: PRASAD /BASIC ECONOMY 
  Document Type: SPECIAL SERVICE TICKET 
 ",UNITED AIRLINES,,"609 MAIN STREET
HSCAC - 12TH FLOOR
HOUSTON
TX","77002
UNITED STATES",3.20181E+17,Travel-Airline
3/4/18,"UNITED AIRLINES - HOUSTON, TX",93.3,"06391117 WWW.UNITED.COM
UNITED AIRLINES
From : To : Carrier : Class :
LAS VEGAS MCCARRAN
SAN FRANCISCO INTLUA
N/A UA
N/A YY
N/A YY
Ticket Number :  01623884313483 Date of Departure :  0402
Passenger Name : PRASAD/VIKRAMS
Document Type : PASSENGER TICKET
 UNITED AIRLINES 
  From:   To:  Carrier:   Class:  
  LAS VEGAS MCCARRAN  SAN FRANCISCO INTL  UA   
  N/A  
  N/A  
  N/A  
  Ticket Number:  01623884313483  Date of Departure:  04/02 
  Passenger Name: PRASAD/VIKRAMS 
  Document Type: PASSENGER TICKET 
 ",UNITED ELEC TICKETNG,,"609 MAIN STREET
HSCAC - 12TH FLOOR
HOUSTON
TX","77002
UNITED STATES",3.20181E+17,Travel-Airline
3/5/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3953721 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20181E+17,Restaurant-Bar & Café
3/5/18,"AplPay CMSVEND*CV BAY AREA VEND 000015303 - SAN JOSE, CA",-1.35,"00201033245 4235268498
4235268498
FAST FOOD REST.  $1.35
 4235268498 
  Description   Price 
  FAST FOOD REST.   $1.35 
 ",BAY AREA VENDING,,"3870 CHARTER PARK DR
SAN JOSE
CA","95136-1388
UNITED STATES",3.20181E+17,Restaurant-Bar & Café
3/5/18,"AplPay CMSVEND*CV BAY AREA VEND 000015303 - SAN JOSE, CA",1.35,"00201033245 4235268498
4235268498
FAST FOOD REST.  $1.35
 4235268498 
  Description   Price 
  FAST FOOD REST.   $1.35 
 ",BAY AREA VENDING,,"3870 CHARTER PARK DR
SAN JOSE
CA","95136-1388
UNITED STATES",3.20181E+17,Restaurant-Bar & Café
3/5/18,"AplPay CMSVEND*CV BAY AREA VEND 000015303 - SAN JOSE, CA",1.35,"00201033245 4235268498
4235268498
FAST FOOD REST.  $1.35
 4235268498 
  Description   Price 
  FAST FOOD REST.   $1.35 
 ",BAY AREA VENDING,,"3870 CHARTER PARK DR
SAN JOSE
CA","95136-1388
UNITED STATES",3.20181E+17,Restaurant-Bar & Café
3/5/18,"GOOGLE *GOOGLE STORAGE - 855-836-3987, CA",1.99,"A07RKQ1Q SELLER
SELLER
 SELLER 
 ",GOOGLE SERVICES,,"1600 AMPHITHEATRE PKWY
MOUNTAIN VIEW
CA","94043-1351
UNITED STATES",3.20181E+17,Business Services-Internet Services
3/5/18,"SAFEWAY STORE 0739 - SAN FRANCISCO, CA",9.04,"GROCERY STORE
GROCERY STORE
 GROCERY STORE 
 ",SAFEWAY,,"3350 MISSION ST
SAN FRANCISCO
CA","94110-5009
UNITED STATES",3.20181E+17,Merchandise & Supplies-Groceries
3/6/18,"AplPay APPLE WELLNESS CENTER - Cupertino, CA",10,"JSSFOX squareup.com/receipts
",APPLE WELLNESS CENTER,,"20730 VALLEY GREEN DRIVE
CUPERTINO
CA","95014
UNITED STATES OF AMERICA (THE)",3.20181E+17,Business Services-Health Care Services
3/6/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3972457 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20181E+17,Restaurant-Bar & Café
3/6/18,"UBER *TRIP VRTB6 - HELP.UBER.COM, CA",8.2,"F0WA9SER HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20181E+17,Transportation-Taxis & Coach
3/7/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3991392 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20181E+17,Restaurant-Bar & Café
3/8/18,"ALASKA AIRLINES - AlaskaAir.COM, WA",180,"60000028 ACCOUNTS.RECEIVABLE@A
ALASKA AIRLINES INC.
From : To : Carrier : Class :
SAN FRANCISCO INTL
SEATTLE-TACOMA INTAST
DETROIT WAYNE COUNAST
SEATTLE-TACOMA INTAST
SAN FRANCISCO INTLASR
Ticket Number :  02721657122505 Date of Departure :
Passenger Name : PRASAD, VIKRAM
Document Type : PASSENGER TICKET
 ALASKA AIRLINES INC. 
  From:   To:  Carrier:   Class:  
  SAN FRANCISCO INTL  SEATTLE-TACOMA INT  AS  T  
     DETROIT WAYNE COUN  AS  T  
     SEATTLE-TACOMA INT  AS  R  
     SAN FRANCISCO INTL  AS  R  
  Ticket Number:  02721657122505 
  Passenger Name: PRASAD, VIKRAM 
  Document Type: PASSENGER TICKET 
 ",ALASKA AIRLINES AlaskaAir.COM,,"20833 INTERNATIONAL BLVD
-
SEATTLE
WA","98198
UNITED STATES",3.20181E+17,Travel-Airline
3/8/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"4009616 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20181E+17,Restaurant-Bar & Café
3/8/18,"UBER *TRIP A66YM - HELP.UBER.COM, CA",7.75,"FMN72K64 HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20181E+17,Transportation-Taxis & Coach
3/9/18,"APPLE ONLINE STORE - CUPERTINO, CA",23.95,"W467249376A2488542547 10014-
2488542547 10014-
COM*PUTER/SOFTWARE
W467249376
6725227990
 2488542547 10014- 
  COM*PUTER/SOFTWARE  
  W467249376  
  6725227990  
 ",APPLE ONLINE STORE,,"12545 RIATA VISTA CIR
AUSTIN
TX","78727-6524
UNITED STATES",3.20181E+17,Merchandise & Supplies-Internet Purchase
3/9/18,"AplPay EATALY NY MARKET - NEW YORK, NY",3.1,"0719039 212-229-2560
212-229-2560
GROCERIES/SUNDRIES  $0.00
 212-229-2560 
  Description  
  GROCERIES/SUNDRIES  
 ",EATALY NY MARKET,,"FRONT 200 5TH AVE
NEW YORK
NY","10010
UNITED STATES",3.20181E+17,Merchandise & Supplies-Groceries
3/9/18,"AplPay PATISSERIE CHANSON 0000 - NEW YORK, NY",4.25,"82100126 786-641-7518
786-641-7518
FOOD/BEVERAGE  $0.00
 786-641-7518 
  Description  
  FOOD/BEVERAGE  
 ",PATISSERIE CHANSON,,"20 W23RD STREET
NEW YORK
NY","10010
UNITED STATES",3.20181E+17,Restaurant-Restaurant
3/9/18,DELTA AIR LINES - ATLANTA,29,"18002211212
DELTA AIR LINES
From : To : Carrier : Class :
N/A
N/A YY
N/A YY
N/A YY
N/A YY
Ticket Number :  0060197617938 Date of Departure :
Passenger Name : PRASAD/VIKRAM S
Document Type : CLUB MEMBERSHIP FEE
 DELTA AIR LINES 
  From:   To:  Carrier:   Class:  
  N/A   N/A   YY   
  N/A  
  N/A  
  N/A  
  Ticket Number:  0060197617938 
  Passenger Name: PRASAD/VIKRAM S 
  Document Type: CLUB MEMBERSHIP FEE 
 ",DELTA AIR LINES,,"1030 DELTA BLVD
DEPT 680
ATLANTA
GA","30354
UNITED STATES",3.20181E+17,Travel-Airline
3/9/18,"JFK TVM*JFK04-JAMAICA C - NEW YORK, NY",21,"07542944895 718-330-1234
718-330-1234
 718-330-1234 
 ",MC VALUE SALES AT AT VM,,"2 BROADWAY B15 123
NEW YORK
NY","10004-5106
UNITED STATES",3.20181E+17,Transportation-Rail Services
3/9/18,"TRAVEL INSURANCE POLICY - RICHMOND, VA",21,"79861034 800-729-6021
800-729-6021
INSURANCE BROKERS/U $0.00
 800-729-6021 
  Description  
  INSURANCE BROKERS/U 
 ",AllianzTravelInsurance.com866-884-3556,,"2805 N PARHAM RD
STE 100
RICHMOND
VA","23294
UNITED STATES",3.20181E+17,Business Services-Insurance Services
3/10/18,"MTA MVM*A046-CANAL ST - NEW YORK, NY",10,"05075957428 718-330-1234
718-330-1234
 718-330-1234 
 ",MTA/NYC Transit,,"2 BROADWAY B15 123
NEW YORK
NY","10004-5106
UNITED STATES",3.20181E+17,Transportation-Rail Services
3/10/18,"Rosa Mexicano-USQ - New York, NY",26,"85133318070 212-533-3350
212-533-3350
 212-533-3350 
 ",ROSA MEXICANO RESTAURANT,,"9 E 18TH ST
NEW YORK
NY","10003-1903
UNITED STATES",3.20181E+17,Restaurant-Restaurant
3/11/18,"AMSTERDAM BILLARDS - NEW YORK, NY",60,"549101 TICKET AGENCY
TICKET AGENCY
 TICKET AGENCY 
 ",AMSTERDAM BILLIARDS,,"110 E 11TH ST
NEW YORK
NY","10003
UNITED STATES",3.20181E+17,Entertainment-General Events
3/11/18,"HUDSONNEWS ST1179 1179 - JAMAICA, NY",15.77,"0011623 800-326-7711
800-326-7711
NEWS DEALERS/NEWSST $0.00
 800-326-7711 
  Description  
  NEWS DEALERS/NEWSST 
 ",HUDSON NEWS JFK,,"ROOM 2420
TERMINAL 4
JAMAICA
NY","11430
UNITED STATES",3.20181E+17,Merchandise & Supplies-Book Stores
3/11/18,"MTA MVM*R253-110 ST - NEW YORK, NY",6,"05756964154 718-330-1234
718-330-1234
 718-330-1234 
 ",MTA/NYC Transit,,"2 BROADWAY B15 123
NEW YORK
NY","10004-5106
UNITED STATES",3.20181E+17,Transportation-Rail Services
3/12/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"4044245 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20181E+17,Restaurant-Bar & Café
3/12/18,"AplPay SAFEWAY STORE 0759 - SAN FRANCISCO, CA",39.56,"GROCERY STORE
GROCERY STORE
 GROCERY STORE 
 ",SAFEWAY,,"625 MONTEREY BLVD
SAN FRANCISCO
CA","94127
UNITED STATES",3.20181E+17,Merchandise & Supplies-Groceries
3/12/18,ONLINE PAYMENT - THANK YOU,"-2,457.62",,,,,,3.20181E+17,
3/13/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",1,"4062886 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20181E+17,Restaurant-Bar & Café
3/13/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"4062861 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20181E+17,Restaurant-Bar & Café
3/14/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",15,"4081324 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20181E+17,Restaurant-Bar & Café
3/14/18,DELTA AIR LINES - ATLANTA,468.6,"18002211212
DELTA AIR LINES
From : To : Carrier : Class :
SAN FRANCISCO INTL
DETROIT WAYNE COUNDLV
SAN FRANCISCO INTLDLV
N/A DLV
N/A YY
Ticket Number :  00623170111093 Date of Departure :  0703
Passenger Name : PRASAD/VIKRAM SHANKAR
Document Type : PASSENGER TICKET
 DELTA AIR LINES 
  From:   To:  Carrier:   Class:  
  SAN FRANCISCO INTL  DETROIT WAYNE COUN  DL  V  
     SAN FRANCISCO INTL  DL  V  
  N/A  
  N/A  
  Ticket Number:  00623170111093  Date of Departure:  07/03 
  Passenger Name: PRASAD/VIKRAM SHANKAR 
  Document Type: PASSENGER TICKET 
 ",DELTA AIR LINES DELTA.COM,,"ATLANTA AIRPORT
-
ATLANTA
GA","30344
UNITED STATES",3.20181E+17,Travel-Airline
3/14/18,"NIKE.COM - 800-806-6453, OR",26.13,"5541996955 800-806-6453
800-806-6453
 800-806-6453 
 ",NIKE E-COMMERCE,,"1 SW BOWERMAN DR
BEAVERTON
OR","97005-0979
UNITED STATES",3.20181E+17,Merchandise & Supplies-Internet Purchase
3/14/18,"WWW.ITUNES.COM/BILL - CUPERTINO, CA",0.99,"MN9ZH3D0GVA DIRECT MKTG INTERNET
DIRECT MKTG INTERNET
 DIRECT MKTG INTERNET 
 ",WWW.ITUNES.COM/BILL,,"12545 RIATA VISTA CIRCLE
AUSTIN
TX","78727-5205
UNITED STATES",3.20181E+17,Merchandise & Supplies-Internet Purchase
3/15/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"4099180 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20181E+17,Restaurant-Bar & Café
3/15/18,"AplPay LYFT *RIDE WED 9PM - SAN FRANCISCO, CA",12.61,"OPSNT_CV8VG(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20181E+17,Transportation-Taxis & Coach
3/15/18,SPOTIFY USA - NEW YORK,9.99,"P0544B3D8C DIRECT MKTG MISC
DIRECT MKTG MISC
 DIRECT MKTG MISC 
 ",SPOTIFY MUSIC SUBS USD RECURRING,,"4TH, 25 ARGYLL ST
LONDON","W1F 7TU
UNITED KINGDOM OF GB AND NI",3.20181E+17,Merchandise & Supplies-Music & Video
3/16/18,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",8,"4116687 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20181E+17,Restaurant-Bar & Café
3/16/18,"AplPay LYFT *RIDE THU 7PM - SAN FRANCISCO, CA",7.22,"OPSNT_CVWNE(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20181E+17,Transportation-Taxis & Coach
